Parzelle;Rohr;Blickrichtung;Tiefe;TK;Bonitur;Datum;BLOCK;FRUFOL;KULTUR1;KULTUR2;BOBE;Nduengung
58;b;rechts;20;30;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;25;30;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;30;30;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;35;45;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;40;45;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;45;45;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;50;60;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;55;60;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;60;60;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;65;75;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;70;75;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;75;75;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;80;90;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;85;90;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;90;90;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;95;105;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;100;105;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;105;105;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;110;120;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;115;120;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
58;b;rechts;120;120;Akku leer !;35185;3;Gemüse;Winterweizen;Spinat;Pflug;Offizialempf.
61;a;links;5;15;0.5;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;10;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;15;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;20;30;2;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;25;30;1;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;30;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;35;45;2.5;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;40;45;1;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;45;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;50;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;55;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;60;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;65;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;70;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;75;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;80;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;85;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;90;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;95;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;100;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;105;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;110;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;115;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;links;120;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;5;15;2;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;10;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;15;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;20;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;25;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;30;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;35;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;40;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;45;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;50;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;55;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;60;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;65;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;70;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;75;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;80;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;85;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;90;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;95;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;100;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;105;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;110;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;115;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;a;rechts;120;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;5;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;10;15;0.5;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;15;15;1;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;20;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;25;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;30;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;35;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;40;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;45;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;50;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;55;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;60;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;65;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;70;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;75;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;80;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;85;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;90;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;95;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;100;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;105;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;110;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;115;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;links;120;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;5;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;10;15;0.5;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;15;15;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;20;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;25;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;30;30;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;35;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;40;45;0.5;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;45;45;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;50;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;55;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;60;60;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;65;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;70;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;75;75;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;80;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;85;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;90;90;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;95;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;100;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;105;105;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;110;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;115;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
61;b;rechts;120;120;0;35185;3;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
3;a;links;5;15;1.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;10;15;5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;15;15;1.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;20;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;25;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;35;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;40;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;links;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;5;15;2.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;10;15;2;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;15;15;0.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;20;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;25;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;35;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;40;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;a;rechts;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;5;15;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;10;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;15;15;2;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;20;30;2;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;25;30;4;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;35;45;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;40;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;links;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;5;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;10;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;15;15;2;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;20;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;25;30;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;30;30;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;35;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;40;45;0.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
3;b;rechts;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Offizialempf.
8;a;links;5;15;1.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;10;15;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;15;15;2;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;20;30;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;25;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;35;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;40;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;links;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;5;15;1.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;10;15;0.5;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;15;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;20;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;25;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;35;45;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;40;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;95;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;100;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;105;105;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;110;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;115;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;a;rechts;120;120;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;5;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;10;15;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;15;15;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;20;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;25;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;30;30;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;35;45;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;40;45;1;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;45;45;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;50;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;55;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;60;60;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;65;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;70;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;75;75;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;80;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;85;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
8;b;links;90;90;0;35199;1;Agrar;Winterweizen;Ackersenf;Pflug;Off.-30%
